,mtkid,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function.,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,HarmVirtue,HarmVice,FairnessVirtue,FairnessVice,IngroupVirtue,IngroupVice,AuthorityVirtue,AuthorityVice,PurityVirtue,PurityVice,anger_nrc,anticipation_nrc,disgust_nrc,fear_nrc,joy_nrc,negative_nrc,positive_nrc,sadness_nrc,surprise_nrc,trust_nrc
205,aAPY5858PU11,26571,63.62,61.88,54.16,90.65,26571,14.49,81.69,46.2,13.9,9.23,4.32,0.84,1.93,1.6,0.53,4.67,5.37,11.92,8.16,5.51,3.49,2.3,16.23,5.01,1.77,1.12,2.3,1.75,9.15,6.53,2.59,0.29,1.04,0.54,10.38,0.44,0.51,0.61,2.09,9.02,1.46,0.87,1.38,1.62,1.9,2.78,2.51,1.2,0.83,0.46,2.86,0.89,0.53,0.3,0.59,8.65,3.05,1.82,2.33,2.51,0.45,4.12,10.83,1.64,16.05,2.27,7.12,6.98,1.5,2.14,0.48,0.53,0.29,0.1,3.11,0.72,1.31,0.5,0.63,0.04,0,0,0,0,0,0,0,0,0,0,0,0.05,0.09,0.08,0.0,0.14,0.02,0.14,0.02,0.03,0.02,0.0184404636459431,0.0412840584073461,0.015053439710974,0.0177254252596718,0.0382733704651513,0.0336444377540268,0.0590094836670179,0.0191555020322144,0.0184028300466657,0.0326283305735361
206,aA3EHI7J2U11,30747,80.59,43.91,44.99,73.51,30747,17.31,79.31,41.21,12.81,9.77,7.21,0.43,1.71,0.22,0.19,3.04,6.06,11.45,5.23,3.52,3.5,1.32,14.27,3.76,1.38,1.18,3.12,1.33,8.76,5.65,3.1,0.14,1.89,0.26,7.61,0.46,0.5,0.26,0.73,7.37,1.17,1.23,1.28,1.89,0.88,2.0,6.05,4.97,0.71,0.32,2.79,0.58,1.53,0.3,0.48,6.91,1.97,1.54,2.44,1.91,0.32,1.79,9.29,1.07,11.36,1.88,5.68,3.91,2.19,6.15,0.41,0.7,0.18,1.49,2.73,0.74,1.24,0.55,0.18,0.05,0,0,0,0,0,0,0,0,0,0,0,0.03,0.14,0.01,0.0,0.05,0.01,0.73,0.0,0.02,0.0,0.0230266367450483,0.0200669984063486,0.0142127687254041,0.0271896445181644,0.0145380037076788,0.0527856376231828,0.0379223989332293,0.0321657397469672,0.009301720493056229,0.0179204475233356
207,aA1POAW2RU11,59,51.75,95.47,1.88,6.73,59,10.17,79.66,44.07,15.25,13.56,3.39,0.0,10.17,0.0,0.0,1.69,5.08,8.47,8.47,1.69,8.47,0.0,20.34,3.39,0.0,0.0,0.0,1.69,5.08,1.69,3.39,0.0,0.0,1.69,15.25,0.0,0.0,0.0,0.0,11.86,1.69,1.69,10.17,5.08,0.0,5.08,3.39,1.69,1.69,0.0,0.0,0.0,0.0,0.0,0.0,8.47,6.78,0.0,0.0,0.0,1.69,3.39,15.25,0.0,8.47,5.08,0.0,3.39,0.0,5.08,0.0,0.0,0.0,0.0,15.25,0.0,11.86,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169491525423729,0.0,0.0,0.0169491525423729,0.0,0.0169491525423729,0.0,0.0,0.0
208,aA1AZLJ3RU11,2178,92.27,67.19,35.83,83.65,2178,20.98,73.14,37.97,8.54,5.0,2.48,0.69,1.33,0.28,0.23,3.54,4.73,14.46,4.64,3.49,2.71,0.83,11.85,4.18,1.56,0.87,2.02,0.83,4.87,4.04,0.78,0.18,0.14,0.28,7.16,0.51,0.46,0.78,0.41,5.79,0.87,1.38,0.73,0.96,0.96,1.42,2.3,1.24,0.46,0.51,2.75,0.46,0.6,0.05,1.38,9.5,4.04,1.93,2.43,2.53,0.55,3.08,7.71,0.73,15.06,2.85,7.02,5.23,5.46,2.02,0.55,0.51,0.37,0.09,2.02,0.0,1.65,0.28,0.09,0.0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.05,0.0,0.0,0.14,0.0,0.09,0.0,0.09,0.0,0.00597152044097382,0.0280202112999541,0.0036747818098300396,0.0105649977032614,0.0284795590261828,0.0179145613229215,0.0574184657785944,0.0101056499770326,0.0142397795130914,0.0326136885622416
209,aA1KCC93NU11,144,60.13,63.59,87.07,86.13,144,21.53,82.64,46.53,12.5,9.72,5.56,1.39,2.08,0.0,0.69,2.78,5.56,9.72,6.94,8.33,3.47,1.39,13.89,3.47,2.08,0.0,2.78,1.39,5.56,4.17,0.69,0.0,0.0,0.0,10.42,0.0,1.39,0.0,2.08,10.42,1.39,0.69,1.39,2.08,2.78,3.47,0.69,0.69,0.0,0.0,1.39,1.39,0.0,0.0,0.0,11.81,4.17,1.39,4.86,0.69,0.69,4.86,8.33,2.08,18.75,2.78,5.56,8.33,2.08,2.08,0.0,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.00694444444444444,0.0486111111111111,0.0,0.00694444444444444,0.0138888888888889,0.0277777777777778,0.0416666666666667,0.0138888888888889,0.0,0.0277777777777778
210,aA27GK6AHU11,357,61.65,23.32,78.68,95.81,357,20.45,69.75,38.66,20.45,18.49,15.13,0.56,0.84,1.96,0.0,1.96,3.36,8.4,1.96,2.24,3.36,0.56,6.72,4.48,2.24,0.56,2.52,1.4,7.0,5.88,1.12,0.28,0.28,0.56,8.68,0.0,0.0,0.0,2.24,4.48,0.0,1.68,0.28,0.56,0.56,1.4,1.4,0.28,0.56,0.28,6.72,1.12,0.56,0.28,0.84,8.96,5.04,1.68,1.96,1.12,0.56,2.8,3.92,0.0,11.48,2.24,5.04,4.48,2.52,2.24,1.4,2.24,0.28,0.28,0.28,0.28,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00280112044817927,0.0448179271708683,0.00560224089635854,0.00840336134453781,0.0672268907563025,0.0140056022408964,0.106442577030812,0.00280112044817927,0.0252100840336134,0.0504201680672269
211,aATADQXPHU11,55601,58.8,63.37,34.39,36.63,55601,14.65,83.84,51.45,14.04,8.61,2.92,0.42,2.19,1.89,1.19,5.43,7.2,12.13,9.74,5.16,5.26,2.95,18.11,4.65,2.67,1.78,2.61,2.1,5.64,3.11,2.49,0.18,1.15,0.42,11.15,0.3,0.49,0.28,2.35,12.33,2.07,1.82,1.85,2.38,1.87,3.77,2.56,1.07,0.89,0.51,1.59,0.59,0.33,0.31,0.32,7.49,1.93,1.92,2.47,2.04,0.64,4.11,11.85,1.26,13.58,1.81,6.42,5.54,2.14,2.01,0.23,1.2,0.2,0.2,2.27,0.71,0.75,0.32,0.23,0.05,0,0,0,0,0,0,0,0,0,0,0,0.03,0.1,0.01,0.01,0.07,0.01,0.14,0.01,0.03,0.01,0.0176403948859039,0.0249231267195339,0.0126234018449587,0.0168851486216756,0.0165794537052022,0.0340580101059143,0.0394526262789736,0.0158961356566147,0.0108431785078492,0.0281059502616389
212,aA1CSHXVJU11,32173,63.63,63.56,29.02,24.73,32173,14.57,81.88,45.07,14.51,9.12,3.66,0.48,2.12,2.07,0.79,5.39,5.89,10.65,7.24,4.57,4.22,2.07,15.87,4.5,2.14,1.75,1.83,1.67,7.8,3.82,3.89,0.21,2.14,0.55,12.02,0.86,0.5,1.41,2.63,9.0,1.43,1.45,1.36,1.85,1.49,2.42,3.34,1.81,0.99,0.44,3.14,1.51,0.53,0.64,0.48,7.61,2.08,1.32,2.71,1.92,0.49,4.02,9.96,1.31,13.61,2.05,6.2,5.63,1.67,1.82,0.4,0.85,0.41,0.35,6.58,3.0,3.19,0.19,0.12,0.06,0,0,0,0,0,0,0,0,0,0,0,0.08,0.16,0.02,0.0,0.15,0.0,0.14,0.02,0.05,0.01,0.0257709524993783,0.0285687639890574,0.0226933598607312,0.0227555334493907,0.0243409599602089,0.0491793086296941,0.0472208405869187,0.0224135787117632,0.0126212384978861,0.0296878885849291
213,aA2YE2I9DU11,17148,71.48,34.9,61.41,66.18,17148,21.87,82.07,47.08,11.67,6.77,4.69,0.3,1.18,0.09,0.51,4.89,5.44,14.08,8.52,4.85,5.02,2.47,16.97,5.44,2.82,1.33,1.3,3.0,6.18,4.08,1.95,0.43,0.48,0.27,6.76,0.06,0.14,0.05,0.19,16.89,3.85,2.49,2.03,4.69,1.2,4.91,2.16,0.76,0.64,0.56,0.76,0.21,0.29,0.0,0.24,7.76,2.15,1.7,2.06,1.59,0.74,3.62,10.81,1.16,11.4,1.38,5.53,4.51,2.71,3.41,0.09,0.61,0.21,0.19,0.7,0.06,0.2,0.29,0.2,0.01,0,0,0,0,0,0,0,0,0,0,0,0.06,0.13,0.03,0.03,0.13,0.04,0.06,0.02,0.01,0.01,0.0124643252373464,0.0277826314869824,0.00827072048459433,0.0182305317723805,0.0194536664919331,0.0305201234783622,0.0509639466480284,0.0135127264255344,0.00978507775642146,0.0253946065583319
214,aA2ZPSPA0U11,29355,87.86,53.09,45.62,67.61,29355,22.3,72.93,40.21,9.33,5.8,3.51,0.41,1.14,0.4,0.35,3.52,7.22,12.05,6.48,3.89,2.97,1.2,12.44,4.79,1.96,0.98,1.87,1.76,5.88,4.02,1.81,0.2,0.5,0.53,6.07,0.13,0.22,0.22,0.49,8.02,1.62,1.15,1.45,1.84,1.03,1.91,3.11,1.5,0.91,0.57,1.67,0.46,0.63,0.14,0.42,6.03,1.75,1.34,2.06,1.39,0.47,2.35,8.46,1.06,15.15,1.62,7.43,6.19,2.75,2.44,0.33,0.47,0.3,0.22,1.31,0.22,0.39,0.43,0.27,0.0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.06,0.02,0.01,0.09,0.02,0.18,0.02,0.05,0.02,0.0159076199884184,0.0353918997172736,0.0111728037606022,0.0168954593453009,0.025479442722348998,0.0343359335081923,0.0567837313076949,0.0198930408420479,0.0156010491535239,0.0317130496985387
215,aA1PZIN8HU11,158,92.01,50.0,1.0,25.77,158,20.89,7.59,3.8,2.53,1.9,1.27,0.0,0.63,0.0,0.0,0.63,0.63,0.63,0.0,0.0,0.0,0.0,0.63,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.0,0.0,0.63,0.63,0.63,0.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.63,0.0,0.0,0.0,0.0,0.0,1.9,0.0,1.9,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006329113924050629,0.0,0.0,0.0,0.006329113924050629,0.0,0.0,0.0
216,aA2RCYLKYU11,4727,95.42,65.63,28.43,52.77,4727,19.21,68.29,37.06,6.66,3.53,0.95,0.42,0.66,1.16,0.34,3.13,7.91,12.82,4.97,3.3,2.31,0.78,10.03,4.72,2.01,0.97,5.2,1.76,4.36,2.9,1.46,0.06,0.36,0.4,5.92,0.11,0.25,0.23,1.35,5.65,0.97,1.12,0.63,1.14,0.97,1.14,2.05,1.33,0.36,0.25,0.76,0.28,0.13,0.08,0.23,7.07,2.28,1.71,2.9,1.21,0.34,3.05,6.16,0.87,16.31,1.93,7.64,7.0,2.33,4.36,0.47,0.72,0.15,0.11,0.61,0.11,0.3,0.11,0.06,0.02,0,0,0,0,0,0,0,0,0,0,0,0.06,0.04,0.04,0.0,0.02,0.02,0.11,0.0,0.04,0.02,0.0129292072912251,0.0258584145824502,0.005722763883001271,0.0129292072912251,0.0184400169563374,0.0256464603645613,0.0440864773208987,0.0112335735481136,0.0137770241627808,0.0284018651971174
217,aA3FEPWQ9U11,10784,77.69,67.84,48.04,85.67,10784,16.8,80.37,44.92,11.96,7.99,3.85,0.87,2.04,0.79,0.45,3.97,6.1,12.85,6.82,4.44,4.56,1.45,14.3,5.01,1.92,1.5,2.27,1.77,7.25,5.32,1.89,0.27,0.58,0.47,9.34,0.45,0.36,0.66,1.04,8.56,1.61,1.46,1.42,1.6,1.6,2.01,3.56,1.45,1.26,0.48,2.66,0.55,0.41,0.14,1.21,8.08,2.64,1.68,2.87,2.11,0.43,2.86,10.3,1.34,15.44,2.1,6.74,6.83,1.85,2.39,0.39,0.73,0.42,0.16,2.26,0.31,1.23,0.31,0.33,0.06,0,0,0,0,0,0,0,0,0,0,0,0.07,0.06,0.02,0.0,0.19,0.02,0.18,0.01,0.11,0.03,0.0152077151335312,0.0341246290801187,0.0126112759643917,0.0167841246290801,0.0350519287833828,0.0321772997032641,0.0602744807121662,0.0162277448071217,0.015856824925816002,0.0361646884272997
218,aA32U64W0U11,19269,53.75,32.16,72.3,24.37,19269,10.89,83.0,45.36,15.95,10.83,7.05,0.4,2.51,0.46,0.4,5.11,4.61,10.55,7.31,5.27,3.95,2.32,16.56,5.05,1.75,1.56,2.22,1.72,8.29,4.08,4.17,0.2,2.64,0.46,7.83,0.47,0.36,0.7,0.64,9.75,1.32,1.3,1.68,2.3,1.72,2.55,2.73,1.03,0.74,0.77,4.99,1.53,0.84,1.14,1.48,7.19,1.61,1.21,2.09,2.55,0.41,3.5,12.17,1.73,15.77,2.21,7.04,6.75,1.28,1.59,0.52,1.21,0.27,0.26,8.17,3.45,4.41,0.39,0.3,0.05,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0.01,0.01,0.07,0.02,0.07,0.01,0.06,0.06,0.0282318750324355,0.0283875655197467,0.0222637396855052,0.0192018267683845,0.0243915096787586,0.0452021381493591,0.0439047174217655,0.0187347553064508,0.0148424931236701,0.0247028906533811
219,aA222R4PNU11,1368,55.72,47.66,58.07,93.85,1368,17.25,74.42,40.64,11.04,6.65,3.73,0.51,2.12,0.07,0.22,4.31,4.09,8.92,7.02,7.89,4.31,1.68,14.4,6.14,1.32,1.1,2.27,1.68,8.92,6.65,2.27,0.15,0.88,0.73,5.63,0.29,0.07,0.51,0.22,8.63,1.24,1.39,1.1,2.19,1.46,2.41,2.27,1.02,0.58,0.44,2.27,1.1,0.44,0.22,0.29,6.14,1.46,1.24,1.9,1.83,0.22,3.0,10.67,1.97,16.01,1.39,5.77,9.14,0.66,2.12,0.15,0.95,0.73,0.07,3.58,1.02,1.24,0.88,0.44,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.07,0.0,0.0,0.0116959064327485,0.0482456140350877,0.0116959064327485,0.0124269005847953,0.0467836257309941,0.0211988304093567,0.0584795321637427,0.0087719298245614,0.0255847953216374,0.0394736842105263
220,aA3CMWYLWU11,9714,83.4,70.71,44.49,80.31,9714,16.9,81.12,45.31,11.73,7.03,2.81,1.55,1.04,0.9,0.73,4.69,6.97,13.41,6.95,4.3,3.63,1.14,14.31,5.02,1.6,0.96,1.9,2.48,7.5,5.22,2.21,0.19,0.9,0.5,9.0,0.72,0.29,0.47,1.31,8.17,1.36,1.01,1.2,2.19,1.82,1.62,2.92,1.61,0.55,0.67,1.86,0.6,0.46,0.21,0.47,9.34,3.74,1.76,2.79,2.01,0.63,2.77,10.43,1.82,16.48,2.14,7.51,6.92,1.93,2.36,0.6,0.51,0.88,0.25,2.15,0.58,0.73,0.51,0.23,0.06,0,0,0,0,0,0,0,0,0,0,0,0.11,0.08,0.04,0.02,0.35,0.0,0.3,0.02,0.07,0.02,0.0169822972416632,0.0366405928365583,0.0102923013585838,0.022231370934541,0.0319061342116097,0.0341704405104981,0.0589748867846851,0.015850144092219,0.018423219431865,0.0375668999588308
221,aADA69G66U11,25848,79.23,74.92,37.11,47.44,25848,18.05,78.65,43.52,12.51,8.65,3.5,0.59,2.9,0.97,0.69,3.86,4.91,14.02,7.02,3.9,3.53,1.53,14.48,5.15,1.96,1.32,1.97,1.4,7.78,4.42,3.25,0.31,1.59,0.52,11.46,0.89,0.47,1.25,1.19,8.42,1.64,1.18,1.34,1.82,1.49,2.0,3.9,1.73,1.4,0.58,3.85,1.2,0.99,0.63,0.84,7.67,2.37,1.12,2.79,1.59,0.62,2.16,10.59,1.28,14.21,1.54,8.14,4.62,1.39,1.5,0.44,0.64,0.52,0.52,3.52,1.21,1.78,0.29,0.17,0.02,0,0,0,0,0,0,0,0,0,0,0,0.09,0.19,0.02,0.0,0.13,0.0,0.19,0.03,0.07,0.02,0.0232450203055502,0.0316766582865983,0.0180622703538967,0.0292013150261071,0.0328756526783988,0.0450203055501837,0.0610713595049313,0.0219686714368594,0.0169406304389867,0.0346161284084316
222,aA2539PUSU11,61573,43.19,50.53,44.08,68.88,61573,12.95,86.02,53.44,15.7,9.49,4.87,0.37,2.47,1.01,0.77,6.21,6.1,10.97,10.95,5.67,5.46,2.64,19.48,5.04,2.17,1.62,1.57,2.61,7.3,4.77,2.48,0.21,0.94,0.48,9.2,0.1,0.39,0.53,1.12,12.58,2.14,1.66,2.37,3.72,1.08,3.92,2.57,1.27,0.77,0.42,1.4,0.49,0.55,0.13,0.22,6.52,1.66,1.45,2.23,1.68,0.56,3.53,12.98,2.39,12.57,1.74,5.65,5.39,1.36,1.78,0.14,0.87,0.26,0.26,3.5,0.49,1.86,0.73,0.62,0.04,0,0,0,0,0,0,0,0,0,0,0,0.07,0.14,0.05,0.0,0.07,0.02,0.06,0.01,0.05,0.01,0.0165089362531046,0.0270603704365047,0.0117039754557408,0.0176614775254452,0.018943882603119997,0.0322873886012045,0.0382773566222424,0.0163466064964369,0.0137980293167541,0.0248202197944905
223,aA1JNDBFZU11,23363,78.9,61.63,34.25,83.62,23363,15.19,82.14,46.85,10.53,6.0,1.86,1.54,0.7,1.23,0.68,4.52,7.94,12.21,9.19,4.28,4.21,1.66,17.61,4.51,1.95,1.09,2.99,2.18,8.91,6.02,2.76,0.32,1.21,0.55,7.79,0.1,0.32,0.02,1.65,9.02,1.21,1.1,1.96,2.36,1.12,2.7,2.49,1.31,0.54,0.51,1.54,0.66,0.5,0.09,0.2,10.26,3.19,2.59,3.01,3.37,0.59,2.82,12.65,2.31,15.98,2.22,7.08,6.92,1.76,3.33,0.17,0.59,0.36,0.1,2.05,0.86,0.7,0.21,0.21,0.01,0,0,0,0,0,0,0,0,0,0,0,0.06,0.1,0.01,0.0,0.03,0.0,0.09,0.0,0.03,0.01,0.0216098249818135,0.0357738884847447,0.0133938123154607,0.0186999871624802,0.0269159998288331,0.0372288073944114,0.0481406992169113,0.0179725277076469,0.0204544482006076,0.030767255766186
224,aA1QJ2VPPU11,68,97.21,76.89,66.34,98.87,68,22.06,89.71,42.65,5.88,4.41,2.94,0.0,1.47,0.0,0.0,1.47,7.35,19.12,7.35,2.94,2.94,1.47,17.65,8.82,2.94,1.47,0.0,2.94,8.82,7.35,1.47,1.47,0.0,0.0,10.29,1.47,0.0,0.0,0.0,11.76,7.35,0.0,1.47,0.0,4.41,0.0,2.94,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.29,5.88,2.94,4.41,2.94,0.0,0.0,13.24,1.47,14.71,0.0,11.76,2.94,5.88,4.41,1.47,4.41,0.0,0.0,1.47,0.0,1.47,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0441176470588235,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.0147058823529412,0.11764705882352902,0.0147058823529412,0.0,0.0441176470588235
225,aA2YCMT5BU11,112,96.49,76.25,46.9,13.64,112,11.61,80.36,28.57,3.57,0.89,0.0,0.0,0.89,0.0,0.0,2.68,2.68,15.18,1.79,6.25,1.79,0.0,15.18,4.46,2.68,1.79,3.57,5.36,0.89,0.0,0.89,0.0,0.89,0.0,8.04,3.57,0.0,6.25,0.0,9.82,2.68,3.57,0.89,0.89,0.89,0.89,1.79,0.0,1.79,0.0,0.89,0.89,0.0,0.0,0.0,11.61,0.89,8.04,2.68,4.46,0.0,0.0,17.86,0.0,17.86,3.57,12.5,3.57,15.18,0.0,6.25,1.79,0.0,0.0,1.79,0.89,0.89,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0178571428571429,0.0357142857142857,0.0357142857142857,0.0178571428571429,0.0,0.0267857142857143
226,aAYB7U8LZU11,14729,89.18,67.58,54.02,32.05,14729,19.63,75.61,39.73,9.26,5.52,1.73,0.73,1.82,0.71,0.52,3.73,5.91,13.49,5.83,3.42,3.25,1.28,12.12,5.34,1.85,1.28,2.54,1.7,6.25,3.29,2.93,0.32,1.45,0.35,7.98,0.47,0.38,0.47,1.23,7.01,1.22,1.1,1.0,1.43,1.22,1.78,2.74,1.22,0.71,0.72,2.91,0.86,0.79,0.43,0.81,7.6,2.07,1.51,2.87,1.12,0.62,2.33,8.89,1.32,18.6,2.34,9.4,6.99,2.64,1.45,0.66,0.84,0.38,0.31,3.18,1.19,1.49,0.25,0.19,0.03,0,0,0,0,0,0,0,0,0,0,0,0.08,0.14,0.01,0.0,0.22,0.01,0.16,0.01,0.1,0.03,0.0184657162253904,0.0295994568906993,0.0147997284453496,0.0243720298710115,0.0227427019687712,0.0423625254582485,0.051663272233537005,0.0167684996605567,0.0133740665308893,0.0344195519348269
227,aA3IU2E7QU11,297,97.7,76.03,46.92,88.52,297,21.21,76.09,43.77,7.74,5.39,2.02,0.0,2.69,0.34,0.34,2.36,7.74,18.86,4.71,3.7,3.03,0.34,9.09,5.05,1.68,2.02,2.36,1.35,3.7,3.7,0.0,0.0,0.0,0.0,7.41,0.0,0.0,0.67,0.0,6.06,1.35,2.36,0.0,1.68,0.0,0.67,3.37,2.36,1.01,0.0,2.02,0.67,0.34,0.0,0.34,7.07,2.69,1.35,2.69,1.68,0.0,0.34,6.73,1.35,16.84,2.02,11.11,3.7,5.72,1.68,0.34,3.37,0.0,0.0,2.36,0.0,2.36,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00336700336700337,0.037037037037037,0.00336700336700337,0.0,0.0538720538720539,0.0202020202020202,0.0875420875420875,0.0269360269360269,0.0134680134680135,0.0404040404040404
228,aA29LUD4LU11,26424,38.16,46.91,65.67,57.54,26424,13.93,86.15,49.57,16.98,11.65,7.12,0.57,2.75,0.69,0.53,5.31,4.9,9.98,8.85,6.29,5.43,2.49,17.99,4.97,2.1,1.78,2.1,1.9,8.52,5.06,3.38,0.34,1.34,0.68,9.82,0.36,0.43,1.04,0.69,12.05,1.93,1.71,1.96,2.41,2.17,3.3,2.8,1.11,0.93,0.61,2.79,0.82,0.72,0.28,0.75,7.4,2.06,1.65,2.35,1.99,0.6,3.4,12.87,1.46,13.71,2.03,5.56,6.3,2.05,1.71,0.37,0.4,0.34,0.19,4.63,1.01,2.68,0.59,0.44,0.08,0,0,0,0,0,0,0,0,0,0,0,0.02,0.11,0.03,0.0,0.08,0.01,0.12,0.02,0.05,0.04,0.0231924633952556,0.0316673602966214,0.0169497938027316,0.022700616700087002,0.0282622677916083,0.0412016193106579,0.0475577919866823,0.0222087700049185,0.0163822783852295,0.0298513109606144
229,aACGZDI61U11,53,91.32,50.0,36.1,89.18,53,15.09,56.6,30.19,5.66,3.77,1.89,0.0,1.89,0.0,0.0,1.89,5.66,9.43,5.66,3.77,0.0,1.89,9.43,5.66,1.89,0.0,3.77,0.0,3.77,3.77,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0,1.89,0.0,1.89,0.0,0.0,7.55,0.0,1.89,1.89,3.77,0.0,1.89,5.66,0.0,16.98,1.89,7.55,7.55,0.0,1.89,1.89,0.0,0.0,0.0,3.77,0.0,3.77,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188679245283019,0.0566037735849057,0.0188679245283019,0.0188679245283019,0.0377358490566038,0.0188679245283019,0.0377358490566038,0.0188679245283019,0.0377358490566038,0.0377358490566038
230,aA1CPVTZAU11,1920,91.45,55.17,85.29,99.0,1920,9.01,73.59,43.85,14.01,8.96,7.66,0.05,1.15,0.05,0.05,5.05,2.45,20.78,4.64,3.96,2.34,0.05,10.31,2.81,0.21,0.62,1.51,3.33,7.6,7.14,0.16,0.0,0.05,0.1,7.97,0.31,0.05,0.52,0.89,3.07,0.68,0.26,0.16,0.21,1.77,0.16,4.48,3.28,0.26,0.78,1.46,0.57,0.0,0.0,0.83,10.05,4.84,0.42,1.09,3.85,0.0,3.33,9.06,0.26,19.01,0.83,16.77,1.46,2.03,1.88,1.88,1.51,0.05,0.05,0.42,0.0,0.21,0.16,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.05,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.00625,0.046875,0.0,0.0036458333333333295,0.0666666666666667,0.00885416666666667,0.078125,0.00520833333333333,0.0255208333333333,0.0645833333333333
231,aA1CE2XPYU11,40984,68.7,74.38,24.5,50.79,40984,17.95,79.1,46.59,13.08,8.56,3.35,0.59,2.68,1.32,0.62,4.5,5.71,12.66,7.67,5.36,4.41,1.97,15.43,4.42,1.91,1.58,1.74,1.65,6.83,4.06,2.72,0.32,0.99,0.56,11.57,0.53,0.62,0.75,1.67,9.36,1.7,1.38,1.43,1.89,1.54,2.55,2.91,1.23,0.95,0.55,2.22,0.74,0.45,0.18,0.68,7.4,2.13,1.09,2.89,1.55,0.5,3.06,10.5,1.12,12.02,1.74,5.85,4.52,1.76,1.33,0.39,0.74,0.39,0.35,2.34,0.42,1.02,0.42,0.3,0.05,0,0,0,0,0,0,0,0,0,0,0,0.11,0.12,0.03,0.01,0.17,0.01,0.19,0.01,0.08,0.03,0.0193461819956087,0.0269821907782386,0.0148816784581605,0.0195901439375457,0.0244449865820932,0.0374969504757258,0.049085142717735994,0.0193461819956087,0.0148328860697731,0.0314710905098805
232,aA3A07QA5U11,37080,58.44,38.9,59.2,18.13,37080,11.84,82.48,45.94,15.75,11.22,7.41,0.44,2.14,0.74,0.49,4.53,5.56,10.75,7.36,4.77,4.66,1.72,16.47,4.24,1.97,1.29,1.66,1.66,7.63,3.55,4.07,0.15,2.9,0.34,8.88,0.76,0.48,0.92,1.06,8.29,1.32,1.28,1.62,1.9,1.21,2.27,3.28,1.26,1.09,0.68,6.2,2.34,0.97,1.37,1.84,7.39,2.15,1.45,2.75,2.39,0.36,3.15,12.38,1.39,13.76,2.31,6.37,5.28,1.24,2.46,0.57,0.83,0.4,0.39,5.68,2.87,1.8,0.35,0.23,0.05,0,0,0,0,0,0,0,0,0,0,0,0.04,0.13,0.01,0.0,0.06,0.01,0.21,0.02,0.04,0.04,0.023894927047655,0.0240028048221365,0.0213328299037191,0.0223576687612935,0.023679171498692003,0.0468728930122172,0.0389708460314464,0.0214407076782006,0.0121632190727905,0.0239758353785161
